GalaxyName         RA e1 e2   Dec e3 e4 EB-V  (m-M)o e5  e6   vh(km/s) Vmag e7  e8  PA     e=1-b/a  muVo  rh(')   e9    e10  vsig_s e11  e12  vrot_s e13  e14   MHI   Data Key vsig_g  e15  e16  vrot_g notes
NGC3109           10  3  6.9 -26  9 35 0.067 25.57 0.08 0.08  403.0   10.7 0.1 0.1  91.5  0.82     22.6    4.30  0.10  0.10 99.9  99.9 99.9 99.9   99.9 99.9  450.    x   u 10.0   99.9 99.9  72.4 81)(157)
SextansB          10  0  0.1   5 19 56 0.031 25.77 0.03 0.03  304.0   11.3 0.2 0.2 110.0  0.31     21.9    1.06  0.10  0.10  8.0  99.9 99.9 90.0   99.9 99.9  51.0     x  u 18.0   99.9 99.9  71.0 58)
Antlia             10  4  4.1 -27 19 52 0.079 25.65 0.10 0.10  362.0   15.2 0.2 0.2 135.0  0.40     23.9    1.20  0.12  0.12 99.9  99.9 99.9 99.9   99.9 99.9  0.73    x   u  6.4    0.7  0.7  99.9 81)
SextansA          10 11  0.8  -4 41 34 0.045 25.78 0.08 0.08  324.0   11.5 0.1 0.1   0.0  0.17     22.8    2.47  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  77.0    x   u  8.0    1.0  1.0  20.0 59)(199)
HIZSS3(A)          7  0 29.3  -4 12 30 1.013 26.12 0.14 0.14  288.0   99.9 9.9 9.9 999.9  9.99     99.9   99.99  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  14.0    x   u 99.9   99.9 99.9  42.0 
HIZSS3B            7  0 29.3  -4 12 30 1.013 26.12 0.14 0.14  322.6   99.9 9.9 9.9 999.9  9.99     99.9   99.99  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9   2.6    x   u 99.9   99.9 99.9  99.9 
LeoP              10 21 45.1  18 05 17 0.108 26.05 0.20 0.20  264.0   16.9 0.1 0.1 999.9  9.99     99.9   99.99  9.99  9.99 99.9   9.9  9.9 99.9   99.9 99.9  0.94    x   u 99.9   99.9 99.9   9.0 
ESO410-G005      0 15 31.6 -32 10 48 0.014 26.42 0.04 0.04  999.9   14.9 0.3 0.3  57.0  0.37     22.2    0.50  0.05  0.05 99.9  99.9 99.9 99.9   99.9 99.9  0.73     x  u 14.2    0.6  0.6  99.9 
KKR25             16 13 48.0  54 22 16 0.009 26.42 0.07 0.07  -65.0   15.5 0.2 0.2 999.9  0.49     24.0    0.47  0.03  0.03 99.9  99.9 99.9 99.9   99.9 99.9  99.9   x    u 99.9   99.9 99.9  99.9 
NGC55              0 14 53.6 -39 11 48 0.013 26.43 0.12 0.12  129.0    7.9 0.1 0.1 108.0  0.83     19.3    5.16  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  1300   x    u 99.9   99.9 99.9  86.0 
ESO294-G010      0 26 33.4 -41 51 19 0.006 26.54 0.04 0.04  117.0   15.3 0.3 0.3   8.0  0.51     22.3    0.42  0.04  0.04 99.9  99.9 99.9 99.9   99.9 99.9  0.34     x  u  9.7    0.9  0.9  99.9 161)
NGC300             0 54 53.5 -37 41  4 0.013 26.59 0.06 0.06  146.0    8.1 0.1 0.1 111.0  0.29     21.0    5.00  9.99  9.99 99.9  99.9 99.9 80.0    5.0  5.0  1800   x    u 13.0    5.0  5.0  98.8 65)
IC5152            22  2 41.5 -51 17 47 0.025 26.45 0.05 0.05  122.0   10.9 9.9 9.9 100.0  0.38     20.1    0.97  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  87.    x    u 99.9   99.9 99.9  99.9 
KKH98             23 45 34.0  38 43  4 0.123 27.01 0.09 0.09 -136.9   15.2 0.3 0.3 175.0  0.41     22.8    0.64  0.06  0.06 99.9  99.9 99.9 99.9   99.9 99.9   6.6   x    u 99.9   99.9 99.9  99.9 90)
UKS2323-326       23 26 27.5 -32 23 20 0.015 26.72 0.09 0.09   62.0   13.5 0.2 0.2 120.0  0.10     22.9    0.90  0.10  0.10 99.9  99.9 99.9 99.9   99.9 99.9  17.0   x    u 99.9   99.9 99.9  99.9 166)(117)
KK258             22 40 43.9 -30 47 59 0.011 26.85 0.07 0.07   92.0   16.3 9.9 9.9 999.9  0.50     26.0    9.99  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  99.9    x   u 99.9   99.9 99.9 999.9 
KKR3              14  7 10.5  35  3 37 0.014 26.70 0.12 0.12   63.3   17.2 0.3 0.3   0.0  0.05     23.8    0.36  0.04  0.04 99.9  99.9 99.9 99.9   99.9 99.9   2.5    x   u  7.5    0.5  0.5  00.0 
KKs3                2 24 44.4 -73 30 51 0.045 26.63 0.07 0.07  316.0   14.5 0.1 0.1 999.9  0.60     24.9    0.57  0.06  0.06 99.9  99.9 99.9 99.9   99.9 99.9  99.9   x    u 99.9   99.9 99.9 999.9      
GR8               12 58 40.4  14 13  3 0.026 26.69 0.12 0.12  213.9   14.5 0.2 0.2  61.0  0.20     22.6    0.32  0.04  0.04 99.9  99.9 99.9 99.9   99.9 99.9  11.0    x   u  7.0    0.2  0.2  00.0 
UGC9128           14 15 56.5  23  3 19 0.023 26.80 0.04 0.04  152.0   14.4 0.3 0.3  46.0  0.40     22.6    0.64  0.07  0.07 99.9  99.9 99.9 99.9   99.9 99.9  18.0    x   u 15.0   99.9 99.9  56.0 
UGC8508           13 30 44.4  54 54 36 0.015 27.06 0.03 0.03   56.0   13.7 0.1 0.1 120.0  0.45     21.5    0.42  0.04  0.04 99.9  99.9 99.9 99.9   99.9 99.9  29.0    x   u 99.9   99.9 99.9  31.2 90)(168)
IC3104            12 18 46.0 -79 43 34 0.410 26.78 0.18 0.18  429.0   12.8 9.9 9.9  45.0  0.52     23.3    2.01  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  13.0    x   u 99.9   99.9 99.9 999.9   	   
DDO125            12 27 40.9  43 29 44 0.020 27.06 0.05 0.05  194.9   12.7 0.3 0.3 112.0  0.41     22.1    1.04  0.10  0.10 99.9  99.9 99.9 99.9   99.9 99.9  35.0    x   u  7.3    1.5  1.5  11.2 169)(170)
UGCA86             3 59 48.3  67  8 19 0.938 27.36 0.17 0.17   67.0   14.2 9.9 9.9  25.0  0.32     22.8    0.94  9.99  9.99 99.9  99.9 99.9 99.9   99.9 99.9  860.    x   u  8.8    1.0  1.0 122.0 172)
DDO99             11 50 53.0  38 52 49 0.026 27.07 0.14 0.14  251.0   13.9 0.1 0.1  70.0  0.29     22.9    0.90  0.09  0.09 99.9  99.9 99.9 99.9   99.9 99.9  52.0    x   u 99.9   99.9 99.9  99.9 117)
IC4662            17 47  8.8 -64 38 30 0.070 26.94 0.17 0.17  302.0   11.1 0.3 0.3 111.0  0.27     18.7    0.48  0.05  0.05 99.9  99.9 99.9 99.9   99.9 99.9  180.    x   u 99.9   99.9 99.9  99.9 
DDO190            14 24 43.4  44 31 33 0.012 27.23 0.03 0.03  150.0   12.8 0.1 0.1  82.0  0.10     21.4    0.64  0.06  0.06 99.9  99.9 99.9 99.9   99.9 99.9  43.0    x   u 10.0    2.4  2.4  24.7 169)(170)
KKH86             13 54 33.5   4 14 35 0.027 27.06 0.16 0.16  287.2   17.1 0.3 0.3 177.0  0.39     23.2    0.28  0.03  0.03 99.9  99.9 99.9 99.9   99.9 99.9  0.88    x   u 99.9   99.9 99.9  99.9 173)
NGC4163           12 12  9.1  36 10  9 0.020 27.28 0.03 0.03  165.0   13.2 0.3 0.3  11.0  0.30     21.1    0.45  0.05  0.05 99.9  99.9 99.9 99.9   99.9 99.9   7.9    x   u  7.4   99.9 99.9   8.7 174)
DDO113            12 14 57.9  36 13  8 0.020 27.35 0.06 0.06  284.0   16.4 0.3 0.3 999.9  0.00     24.0    0.70  0.07  0.07 99.9  99.9 99.9 99.9   99.9 99.9  48.0    x   u 99.9   99.9 99.9  99.9 
Antlia2			  09 35 32.8 -36 46 2.28 nan 20.6 0.11 nan 290.7 nan nan nan nan nan nan nan nan 9.99 99.9 99.9  99.9 99.9 99.9   99.9 99.9  99.9 x   u 99.9   99.9 99.9  99.9 
