,GalaxyName,RA_hr,RA_min,RA_sec,Dec_deg,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err_pos,m-M_err_neg,vh(km/s),Vmag,Vmag_err_pos,Vmag_err_neg,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err_pos,vsig_err_neg,vrot_s,vrot_s_err_pos,vrot_s_err_neg,MHI,Data,Key,vsig_g,vsig_g_err_pos,vsig_g_err_neg,vrot_g,note,M-m,Notes,ra,dec,M_V,dist_kpc,M_dyn,M_*,vh_(km/s)_err,vsig_s_upper_limit,vsig_s_err,vh(km/s)_err,orb_pericenter,orb_apocenter,orb_eccentricity,orb_period,orb_period_type,orb_pericenter_0.8,orb_apocenter_0.8,orb_eccentricity_0.8,tau_50,tau_90,dist_pc,dist_mpc,Radius,gal_interference_min,gal_interference_max,Galactic Interference Range,MHI_computed,MHI_source,MHI_type,1sigma,rh_subtable,MHI_method,npix,GUU,GRU,HUU,HRU,GNV,HNV,LIT,1sigma_GUU,1sigma_GRU,1sigma_HUU,1sigma_HRU,1sigma_GNV,1sigma_HNV,M_star,M_dyn_r_h,Other names,Morphology,vsig_s_ref,vsig_err_pos_ref,vsig_err_neg_ref,M_V_ref,rh(')_ref,vh(km/s)_ref,refs,r_ell_x,ell_surf_dist_x,mw_dist_x,m31_dist_x,ell_surf_log10_abs,min_dist_mw_or_m31,Closer_MW_M31,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,mw_dist_x,m31_dist_x,r_ell_x,ell_surf_dist_x,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,r_ell,ell_surf_dist,mw_dist,m31_dist
76,IC10,0.0,20.0,17.3,59.0,18.0,14.0,1.568,24.5,0.12,0.12,-348.0,9.5,0.2,0.2,999.9,0.19,24.6,2.65,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,50.0,x,u,8.0,1.0,1.0,34.0,45)(146)(196),24.5,,,,,794.3282347242822,,,,,,,212.0,323.0,0.21,,,,,,,1621810097.3589332,794328.2347242822,0.7943282347242822,612.3103256546717,,,,50000000.0,Literature,detected_mass,,,literature,,,,,,,,50000000.0,,,,,,,86,---,UGC 192,dIrr,True,,,False,True,True,,687.1748318643829,-37.11602004601344,798.28579412793,251.6283759312479,,,,687.1748318643829,-37.11602004601344,798.28579412793,251.6283759312479,798.28579412793,251.6283759312479,687.1748318643829,-37.11602004601344,687.1748318643829,-37.11602004601344,798.28579412793,251.6283759312479,687.1748318643829,-37.11602004601344,798.28579412793,251.6283759312479
77,AndromedaXXXI,22.0,58.0,16.3,41.0,17.0,28.0,0.133,24.4,0.12,0.12,-198.4,12.7,0.7,0.7,-59.0,0.43,25.8,4.2,0.4,0.5,10.3,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,24.4,- not seeing,,,,758.5775750291837,,,,,0.9,1.1,,,,,,,,,,,758577.5750291836,0.7585775750291837,926.7764715649978,,,,95741.69677415615,HI4PI,upper_limit,0.0235,4.2,hi4pi_unresolved_undetected,,,,95741.69677415615,,,,,,,0.0235,,,,,,,,True,,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,
78,LGS3,1.0,3.0,55.0,21.0,53.0,6.0,0.04,24.43,0.07,0.07,-286.5,14.3,0.1,0.1,0.0,0.2,24.8,2.1,0.2,0.2,7.9,5.3,2.9,99.9,99.9,99.9,0.38,x,u,9.1,0.3,0.3,5.0,,24.43,"012+18 - check at least some of these detections for a reality check, or do you actually want to remeasure these?  There is this Courtois & Tully 2015 paper on remeasuring HI",,,,769.1304402866098,,,,,,,,,,,,,,,10715193052.376049,4365158322.401666,769130.4402866098,0.7691304402866098,469.8346082763088,,,,380000.0,Literature,detected_mass,,,literature,,,,,,,,380000.0,,,,,,,0.96,17,Pisces (I),dIrr/dSph,True,,,False,True,True,,701.3094396128894,-30.548117027631,772.8389191887353,267.5571788659,,,,701.3094396128894,-30.548117027631,772.8389191887353,267.5571788659,772.8389191887353,267.5571788659,701.3094396128894,-30.548117027631,701.3094396128894,-30.548117027631,772.8389191887353,267.5571788659,701.3094396128894,-30.548117027631,772.8389191887353,267.5571788659
79,AndromedaVI,23.0,51.0,46.3,24.0,34.0,57.0,0.063,24.47,0.07,0.07,-339.8,13.0,0.2,0.2,163.0,0.41,24.1,2.3,0.2,0.2,12.4,1.5,1.3,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,130)(207),24.47,356+26,,,,783.4296427662119,,,,,,,226.0,320.0,0.17,,,,,,,5370317963.702533,783429.642766212,0.783429642766212,524.147532066697,,,,24143.649896009676,GALFA-HI,upper_limit,0.030336279,2.3,galfa_unresolved_undetected,,24143.649896009676,,,,,,,0.030336279,,,,,,2.8,---,,,True,,,False,True,True,,712.7381391562134,-25.84078541231595,785.2778019084935,268.2561878343674,,,,712.7381391562134,-25.84078541231595,785.2778019084935,268.2561878343674,785.2778019084935,268.2561878343674,712.7381391562134,-25.84078541231595,712.7381391562134,-25.84078541231595,785.2778019084935,268.2561878343674,712.7381391562134,-25.84078541231595,785.2778019084935,268.2561878343674
80,AndromedaXXII,1.0,27.0,40.0,28.0,5.0,25.0,0.079,24.82,0.07,0.36,-129.8,18.0,0.8,0.8,114.0,0.56,26.7,0.94,0.1,0.1,2.8,1.9,1.4,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,(212),24.82,020+26,,,,920.4495717531722,,,,,,,,,,,,,,,11500000000.0,6500000000.0,920449.5717531722,0.9204495717531722,251.6828150528636,,,,39283.68717351311,GALFA-HI,upper_limit,0.035757869,0.94,galfa_unresolved_undetected,,39283.68717351311,,,,,,,0.035757869,,,,,,0.034,---,,dSph,True,,,False,True,True,,759.0964557821598,-6.750575942761848,925.0251600586464,275.6583940270247,,,,759.0964557821598,-6.750575942761848,925.0251600586464,275.6583940270247,925.0251600586464,275.6583940270247,759.0964557821598,-6.750575942761848,759.0964557821598,-6.750575942761848,925.0251600586464,275.6583940270247,759.0964557821598,-6.750575942761848,925.0251600586464,275.6583940270247
81,AndromedaXVI,0.0,59.0,29.8,32.0,22.0,36.0,0.067,23.39,0.19,0.14,-367.3,14.4,0.3,0.3,0.0,0.0,23.9,0.89,0.05,0.05,3.8,2.9,2.9,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,202),23.39,012+34,,,,476.4309868054156,,,,,,,,,,,,,,,9800000000.0,5900000000.0,476430.9868054156,0.47643098680541557,123.34334324974762,,,,20296.339297768245,GALFA-HI,upper_limit,0.0689568,0.89,galfa_unresolved_undetected,,20296.339297768245,,39212.36928926338,,,,,0.0689568,,0.0244,,,,0.41,7.9,,,True,,,False,True,True,,197.6081499681284,-230.452753979118,480.48895510764015,318.9487868698821,,,,197.6081499681284,-230.452753979118,480.48895510764015,318.9487868698821,480.48895510764015,318.9487868698821,197.6081499681284,-230.452753979118,197.6081499681284,-230.452753979118,480.48895510764015,318.9487868698821,197.6081499681284,-230.452753979118,480.48895510764015,318.9487868698821
82,AndromedaXXVIII,22.0,32.0,41.2,31.0,12.0,58.0,0.096,24.1,0.5,0.2,-326.2,15.6,0.4,0.9,39.0,0.34,26.3,1.11,0.21,0.21,6.6,2.9,2.1,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,24.1,340+34,,,,660.6934480075964,,,,,,,,,,,,,,,12600000000.0,7400000000.0,660693.4480075964,0.6606934480075964,213.32840587257132,,,,17788.18745008495,GALFA-HI,upper_limit,0.031426143,1.11,galfa_unresolved_undetected,,17788.18745008495,,,,,,,0.031426143,,,,,,0.21,---,,,True,,,False,True,True,,775.9461005846325,0.8903090335077706,660.8779530911028,365.382541262497,,,,775.9461005846325,0.8903090335077706,660.8779530911028,365.382541262497,660.8779530911028,365.382541262497,775.9461005846325,0.8903090335077706,775.9461005846325,0.8903090335077706,660.8779530911028,365.382541262497,775.9461005846325,0.8903090335077706,660.8779530911028,365.382541262497
83,AndromedaXXXIII,3.0,1.0,23.6,40.0,59.0,18.0,0.131,24.44,0.18,0.18,-326.0,14.1,0.7,0.7,-6.0,0.43,25.6,1.7,0.4,0.4,4.2,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,24.44,- not seeing,,,,772.6805850957021,,,,,4.2,3.0,,,,,,,,,,,772680.5850957021,0.7726805850957021,382.09788223771176,,,,78622.38281965228,HI4PI,upper_limit,0.0186,,hi4pi_unresolved_undetected,,,,78622.38281965228,,,,,,,0.0186,,,,,,,,True,,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,
84,IC1613,1.0,4.0,47.8,2.0,7.0,4.0,0.025,24.39,0.12,0.12,-231.6,9.2,0.1,0.1,50.0,0.11,22.8,6.81,9.99,9.99,10.8,1.0,0.9,99.9,99.9,99.9,65.0,x,u,5.9,1.0,1.0,25.0,49)(217),24.39,012+02,,,,755.0922276654342,,,,,,,293.0,552.0,0.31,,,,,,7413102413.009162,1995262314.9688828,755092.2276654341,0.7550922276654342,1495.7975624759235,,,,65000000.0,Literature,detected_mass,,,literature,,,,,,,,65000000.0,,,,,,,100,---,DDO 8,dIrr,True,,,False,True,True,,1204.621787228511,173.25279083303116,757.682112165435,518.4477040516994,,,,1204.621787228511,173.25279083303116,757.682112165435,518.4477040516994,757.682112165435,518.4477040516994,1204.621787228511,173.25279083303116,1204.621787228511,173.25279083303116,757.682112165435,518.4477040516994,1204.621787228511,173.25279083303116,757.682112165435,518.4477040516994
85,Phoenix,1.0,51.0,6.3,-44.0,26.0,41.0,0.016,23.09,0.1,0.1,-13.0,13.2,0.4,0.4,5.0,0.4,25.8,3.76,9.99,9.99,9.3,99.9,99.9,99.9,99.9,99.9,0.12,x,u,10.0,4.0,4.0,0.0,150),23.09,,,,,414.95404263436325,,,,,,,,,,,,,,,10715193052.376049,2.6302679918953817,414954.0426343632,0.41495404263436325,453.8512690873989,,,,120000.0,Literature,detected_mass,0.128,,literature,,,,156042.61773953214,,,,120000.0,,,0.128,,,,0.77,---,,dIrr/dSph,True,,,False,True,True,,1125.5171496918401,154.90389805849637,415.0073914670707,858.0538556973752,,,,1125.5171496918401,154.90389805849637,415.0073914670707,858.0538556973752,415.0073914670707,858.0538556973752,1125.5171496918401,154.90389805849637,1125.5171496918401,154.90389805849637,415.0073914670707,858.0538556973752,1125.5171496918401,154.90389805849637,415.0073914670707,858.0538556973752
86,Eridanus2,3.0,44.0,21.1,-43.0,32.0,0.0,9.999,22.9,0.2,0.2,75.6,16.3,0.1,0.1,81.0,0.4,99.9,4.6,0.14,0.09,6.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,22.9,- not seeing,,,,380.18939632056123,,,,,,,,,,,,,,,,,380189.39632056124,0.38018939632056126,508.7255394006492,-20.0,10.0,,19444.055796074223,HI4PI,upper_limit,0.019,1.53,hi4pi_unresolved_undetected,,,,19444.055796074223,,,,,,,0.019,,,,,,,,True,,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,
87,NGC6822,19.0,44.0,56.6,-14.0,47.0,21.0,0.231,23.31,0.08,0.08,-54.5,8.1,0.2,0.2,330.0,0.24,19.7,2.65,9.99,9.99,23.2,1.2,1.2,99.9,99.9,99.9,130.0,x,u,5.8,1.9,1.9,47.0,51)(197)(217),23.31,,,,,459.19801283686854,,,,,,,,,,,,,,,,1000000000.0,459198.0128368685,0.4591980128368685,353.97417904667344,,,,130000000.0,Literature,detected_mass,,,literature,,,,,,,,130000000.0,,,,,,,100,---,IC 4895,dIrr,True,,,False,True,True,,1217.3638472217274,194.35063314303818,452.3171787646055,886.1135511805555,,,,1217.3638472217274,194.35063314303818,452.3171787646055,886.1135511805555,452.3171787646055,886.1135511805555,1217.3638472217274,194.35063314303818,1217.3638472217274,194.35063314303818,452.3171787646055,886.1135511805555,1217.3638472217274,194.35063314303818,452.3171787646055,886.1135511805555
88,Cetus,0.0,26.0,11.0,-11.0,2.0,40.0,0.028999999999999998,24.39,0.07,0.07,-83.9,13.1,0.2,0.2,63.0,0.33,25.0,3.2,0.1,0.1,8.3,1.0,1.0,7.7,1.2,1.2,0.0,x,u,00.0,0.0,0.0,0.0,217),24.39,,,,,755.0922276654342,,,,,,,,,,,,,,,11220184543.019653,8912509381.33744,755092.2276654341,0.7550922276654342,702.8711013102725,,,,95114.61460733594,HI4PI,upper_limit,0.0235621,3.2,hi4pi_unresolved_undetected,,,,95114.61460733594,,,,,,,0.0235621,,,,2.6,120,,dSph,True,,,False,True,True,,1492.5074291295498,287.51880967452087,755.6175755490323,677.2142821017397,,,,1492.5074291295498,287.51880967452087,755.6175755490323,677.2142821017397,755.6175755490323,677.2142821017397,1492.5074291295498,287.51880967452087,1492.5074291295498,287.51880967452087,755.6175755490323,677.2142821017397,1492.5074291295498,287.51880967452087,755.6175755490323,677.2142821017397
89,PegasusdIrr,23.0,28.0,36.3,14.0,44.0,35.0,0.068,24.82,0.07,0.07,-179.5,12.6,0.2,0.2,120.0,0.46,22.8,2.1,0.04,0.04,12.3,1.2,1.1,10.0,0.3,0.3,5.9,x,u,9.0,99.9,99.9,21.0,7),24.82,"- check DR1 and DR2 on this, DR1 356+18 (-153 (816) to -207 (743), lovely deep data extended)  for mbspect need to get the beam info in there to be accurate. kvis simple sum is ~2500 K km/s, extended but 2500 K / 9.1 K/Jy = 275 Jy km/s  MHI= 0.236*275*919^2 = 5.5 x 10^7  Nope and get an order of magnitude lower than the value quoted here (5.9 x 10^6) with mbspect without beam info, putting 0.00116 radians for bmaj/bmin in which gives the 240 arcsec beam.  it just gives something similar to kvis without conversion with beam 3500 K*pix km/s (or 3100 robust).  yes if you divide by the number of pixels per beam (say ~12) and then the 9.1 you get about the right answer.  otherwise try going through this the column density way",,,,920.4495717531722,,,,,,,,,,,,,,,,,920449.5717531722,0.9204495717531722,562.2701187351208,,,,5900000.0,Literature,detected_mass,,,literature,,,,,,,,5900000.0,,,,,,,6.6,---,UGC 12613,dIrr/dSph,True,,,False,True,True,,1226.917166579445,188.97335999323016,920.9754221998223,474.36864561523737,,,,1226.917166579445,188.97335999323016,920.9754221998223,474.36864561523737,920.9754221998223,474.36864561523737,1226.917166579445,188.97335999323016,1226.917166579445,188.97335999323016,920.9754221998223,474.36864561523737,1226.917166579445,188.97335999323016,920.9754221998223,474.36864561523737
90,LeoT,9.0,34.0,53.4,17.0,3.0,5.0,0.031,23.1,0.1,0.1,38.1,15.1,0.5,0.5,0.0,0.0,24.8,0.99,0.06,0.06,7.5,1.6,1.6,99.9,99.9,99.9,0.28,x,u,6.9,1.0,1.0,0.0,79)(180),23.1,,,,,416.8693834703355,,,,,,,,,,,,,,,,1698243652.461746,416869.3834703355,0.41686938347033553,120.04965155570713,,,,280000.0,Literature,detected_mass,,,literature,,,,,,,,280000.0,,,,,,,0.14,3.9,,dIrr/dSph,True,,,False,True,True,,1173.068430470304,189.8407844817057,421.74184981466794,986.6725256561383,,,,1173.068430470304,189.8407844817057,421.74184981466794,986.6725256561383,421.74184981466794,986.6725256561383,1173.068430470304,189.8407844817057,1173.068430470304,189.8407844817057,421.74184981466794,986.6725256561383,1173.068430470304,189.8407844817057,421.74184981466794,986.6725256561383
91,WLM,0.0,1.0,58.2,-15.0,27.0,39.0,0.038,24.85,0.08,0.08,-130.0,10.6,0.1,0.1,179.0,0.55,23.7,8.62,0.26,0.26,17.5,2.0,2.0,17.0,1.0,1.0,61.0,x,u,4.5,1.0,1.0,30.0,05),24.85,,,,,933.2543007969924,,,,,,,,,,,,,,,12589254117.941662,4677351412.871982,933254.3007969924,0.9332543007969923,2340.092232672554,,,,61000000.0,Literature,detected_mass,,,literature,,,,,,,,61000000.0,,,,,,,43,380,UGCA 444,dIrr,True,,,False,True,True,,1945.518736535016,468.88048360268067,932.793431569127,823.0366586179377,,,,1945.518736535016,468.88048360268067,932.793431569127,823.0366586179377,932.793431569127,823.0366586179377,1945.518736535016,468.88048360268067,1945.518736535016,468.88048360268067,932.793431569127,823.0366586179377,1945.518736535016,468.88048360268067,932.793431569127,823.0366586179377
92,AndromedaXVIII,0.0,2.0,14.5,45.0,5.0,20.0,0.106,25.42,0.07,0.08,-332.1,16.0,9.9,9.9,999.9,9.99,25.6,0.92,0.06,0.06,9.7,2.3,2.3,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,99.9,,25.42,,,,,1213.3888504649785,,,,,,,,,,,,,,,8500000000.0,4600000000.0,1213388.8504649785,1.2133888504649786,324.72336337074546,,,,223479.5467967583,HI4PI,upper_limit,0.021439,0.92,hi4pi_unresolved_undetected,,,,223479.5467967583,,,,,,,0.021439,,,,0.63,---,,dSph,True,,,False,True,True,,854.0012381152591,53.958484906405054,1216.558555199471,456.6342273072354,,,,854.0012381152591,53.958484906405054,1216.558555199471,456.6342273072354,1216.558555199471,456.6342273072354,854.0012381152591,53.958484906405054,854.0012381152591,53.958484906405054,1216.558555199471,456.6342273072354,854.0012381152591,53.958484906405054,1216.558555199471,456.6342273072354
93,LeoA,9.0,59.0,26.5,30.0,44.0,47.0,0.021,24.51,0.12,0.12,24.0,12.4,0.2,0.2,114.0,0.4,22.8,2.15,9.99,9.99,6.7,1.4,1.2,0.0,0.0,0.0,11.0,x,u,9.3,1.4,1.4,0.0,55)(198)(217),24.51,,,,,797.9946872679768,,,,,,,,,,,,,,,4073802778.041122,851138038.2023759,797994.6872679768,0.7979946872679768,499.07310817428555,,,,11000000.0,Literature,detected_mass,,,literature,,,,,,,,11000000.0,,,,,,,6.0,25,Leo III,dIrr,True,,,False,True,True,,2072.039318870106,559.7788883657223,802.7608591274025,1196.717009626047,,,,2072.039318870106,559.7788883657223,802.7608591274025,1196.717009626047,802.7608591274025,1196.717009626047,2072.039318870106,559.7788883657223,2072.039318870106,559.7788883657223,802.7608591274025,1196.717009626047,2072.039318870106,559.7788883657223,802.7608591274025,1196.717009626047
94,Aquarius,20.0,46.0,51.8,-12.0,50.0,53.0,0.051,25.15,0.08,0.08,-137.7,14.5,0.1,0.1,98.7,0.5,23.6,1.47,0.04,0.04,7.9,1.9,1.6,99.9,99.9,99.9,4.1,x,u,5.8,0.1,0.1,0.0,,25.15,,,,,1071.5193052376048,,,,,,,,,,,,,,,,,1071519.3052376048,1.0715193052376049,458.18729654549605,,,,4099999.9999999995,Literature,detected_mass,,,literature,,,,,,,,4099999.9999999995,,,,,,,1.6,---,DDO 210,dIrr/dSph,True,,,False,True,True,,2589.136112112286,731.0348949524655,1065.8707235190275,1154.702285255559,,,,2589.136112112286,731.0348949524655,1065.8707235190275,1154.702285255559,1065.8707235190275,1154.702285255559,2589.136112112286,731.0348949524655,2589.136112112286,731.0348949524655,1065.8707235190275,1154.702285255559,2589.136112112286,731.0348949524655,1065.8707235190275,1154.702285255559
95,Tucana,22.0,41.0,49.6,-64.0,25.0,10.0,0.031,24.74,0.12,0.12,194.0,15.2,0.2,0.2,97.0,0.48,25.0,1.1,0.2,0.2,6.2,4.1,3.1,16.0,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,24.74,,,,,887.15601203796,,,,,1.6,,,,,,,,,,12882495516.931322,7585775750.291851,887156.01203796,0.88715601203796,283.869278813688,,,,85395.81245612683,HI4PI,upper_limit,0.015325100000000001,1.1,hi4pi_unresolved_undetected,,,,85395.81245612683,,,,,,,0.015325100000000001,,,,0.56,41,,dSph,True,,,False,True,True,,2230.340093816638,651.1212117359539,882.7941683970466,1345.7201032662738,,,,2230.340093816638,651.1212117359539,882.7941683970466,1345.7201032662738,882.7941683970466,1345.7201032662738,2230.340093816638,651.1212117359539,2230.340093816638,651.1212117359539,882.7941683970466,1345.7201032662738,2230.340093816638,651.1212117359539,882.7941683970466,1345.7201032662738
96,SagittariusdIrr,19.0,29.0,59.0,-17.0,40.0,51.0,0.124,25.14,0.18,0.18,-78.5,13.6,0.2,0.2,90.0,0.5,23.9,0.91,0.05,0.05,99.9,99.9,99.9,99.9,99.9,99.9,8.8,x,u,10.0,1.0,1.0,0.0,,25.14,,,,,1066.596121230259,,,,,,,,,,,,,,,,,1066596.121230259,1.066596121230259,282.33654870759534,,,,8800000.0,Literature,detected_mass,,,literature,,,,,,,,8800000.0,,,,,,,3.5,---,UKS 1927-177,dIrr,True,,,False,True,True,,2696.632305855299,800.6427288846808,1059.3718467600793,1344.2832478666346,,,,2696.632305855299,800.6427288846808,1059.3718467600793,1344.2832478666346,1059.3718467600793,1344.2832478666346,2696.632305855299,800.6427288846808,2696.632305855299,800.6427288846808,1059.3718467600793,1344.2832478666346,2696.632305855299,800.6427288846808,1059.3718467600793,1344.2832478666346
97,UGC4879,9.0,16.0,2.2,52.0,50.0,24.0,0.016,25.67,0.04,0.04,-29.2,13.2,0.2,0.2,84.2,0.44,21.2,0.41,0.04,0.04,9.6,1.3,1.2,99.9,99.9,99.9,0.95,x,u,11.0,1.1,1.1,0.0,13)(217),25.67,,,,,1361.4446824659512,,,,,,,,,,,,,,,,,1361444.6824659512,1.3614446824659512,162.37141147874044,,,,950000.0,Literature,detected_mass,,,literature,,,,,,,,950000.0,,,,,,,8.3,---,VV 124,dIrr/dSph,True,,,False,True,True,,3310.1608831006547,1016.4132136572576,1367.1961130866705,1393.7559994128696,,,,3310.1608831006547,1016.4132136572576,1367.1961130866705,1393.7559994128696,1367.1961130866705,1393.7559994128696,3310.1608831006547,1016.4132136572576,3310.1608831006547,1016.4132136572576,1367.1961130866705,1393.7559994128696,3310.1608831006547,1016.4132136572576,1367.1961130866705,1393.7559994128696
98,AntliaB,9.0,48.0,56.1,-25.0,59.0,24.0,0.069,25.56,0.16,0.16,376.0,15.9,0.6,0.6,4.0,0.3,99.9,0.72,0.07,0.07,99.9,99.9,99.9,99.9,99.9,99.9,0.28,x,u,7.2,0.02,99.9,999.9,,25.56,,,,,1294.1958414499863,,,,,,,,,,,,,,,,,1294195.8414499864,1.2941958414499863,271.05548857362817,,,,280000.0,Literature,detected_mass,,,literature,,,,,,,,280000.0,,,,,,,,,,,True,,,False,True,True,,2568.889354978327,1038.5833316783796,1295.7862130790759,1956.521109172177,,,,2568.889354978327,1038.5833316783796,1295.7862130790759,1956.521109172177,1295.7862130790759,1956.521109172177,2568.889354978327,1038.5833316783796,2568.889354978327,1038.5833316783796,1295.7862130790759,1956.521109172177,2568.889354978327,1038.5833316783796,1295.7862130790759,1956.521109172177
99,NGC3109,10.0,3.0,6.9,-26.0,9.0,35.0,0.067,25.57,0.08,0.08,403.0,10.7,0.1,0.1,91.5,0.82,22.6,4.3,0.1,0.1,99.9,99.9,99.9,99.9,99.9,99.9,450.0,x,u,10.0,99.9,99.9,72.4,81)(157),25.57,,,,,1300.1695780332898,,,,,,,,,,,,,,,,,1300169.5780332899,1.3001695780332898,1626.275670291076,,,,450000000.0,Literature,detected_mass,,,literature,,,,,,,,450000000.0,,,,,,,76,---,DDO 236,dIrr,True,,,False,True,True,,2478.254457030643,1038.1582277400025,1301.248528418698,1982.625070730637,,,,2478.254457030643,1038.1582277400025,1301.248528418698,1982.625070730637,1301.248528418698,1982.625070730637,2478.254457030643,1038.1582277400025,2478.254457030643,1038.1582277400025,1301.248528418698,1982.625070730637,2478.254457030643,1038.1582277400025,1301.248528418698,1982.625070730637
100,SextansB,10.0,0.0,0.1,5.0,19.0,56.0,0.031,25.77,0.03,0.03,304.0,11.3,0.2,0.2,110.0,0.31,21.9,1.06,0.1,0.1,8.0,99.9,99.9,90.0,99.9,99.9,51.0,x,u,18.0,99.9,99.9,71.0,58),25.77,,,,,1425.607593602188,,,,,,,,,,,,,,,,1819700858.6099825,1425607.593602188,1.425607593602188,439.5735726036853,,,,51000000.0,Literature,detected_mass,,,literature,,,,,,,,51000000.0,,,,,,,52,,UGC 5373,dIrr,True,,,False,True,True,,3321.5922286439477,1196.7346342690248,1429.1388739092954,1939.980704783784,,,,3321.5922286439477,1196.7346342690248,1429.1388739092954,1939.980704783784,1429.1388739092954,1939.980704783784,3321.5922286439477,1196.7346342690248,3321.5922286439477,1196.7346342690248,1429.1388739092954,1939.980704783784,3321.5922286439477,1196.7346342690248,1429.1388739092954,1939.980704783784
101,Antlia,10.0,4.0,4.1,-27.0,19.0,52.0,0.079,25.65,0.1,0.1,362.0,15.2,0.2,0.2,135.0,0.4,23.9,1.2,0.12,0.12,99.9,99.9,99.9,99.9,99.9,99.9,0.73,x,u,6.4,0.7,0.7,99.9,81),25.65,,,,,1348.9628825916534,,,,,,,,,,,,,,,,,1348962.8825916534,1.3489628825916533,470.8764334550168,,,,730000.0,Literature,detected_mass,,,literature,,,,,,,,730000.0,,,,,,,1.3,---,,dIrr,True,,,False,True,True,,2541.1386798004582,1085.6838874610273,1349.9465228793824,2033.5561665891867,,,,2541.1386798004582,1085.6838874610273,1349.9465228793824,2033.5561665891867,1349.9465228793824,2033.5561665891867,2541.1386798004582,1085.6838874610273,2541.1386798004582,1085.6838874610273,1349.9465228793824,2033.5561665891867,2541.1386798004582,1085.6838874610273,1349.9465228793824,2033.5561665891867
102,SextansA,10.0,11.0,0.8,-4.0,41.0,34.0,0.045,25.78,0.08,0.08,324.0,11.5,0.1,0.1,0.0,0.17,22.8,2.47,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,77.0,x,u,8.0,1.0,1.0,20.0,59)(199),25.78,,,,,1432.1878992735456,,,,,,,,,,,,,,,,707945784.3841373,1432187.8992735455,1.4321878992735455,1029.017267458558,,,,77000000.0,Literature,detected_mass,,,literature,,,,,,,,77000000.0,,,,,,,44,---,UGCA 205,dIrr,True,,,False,True,True,,3128.598099235359,1193.5633243470666,1434.8286233740344,2015.8232100589762,,,,3128.598099235359,1193.5633243470666,1434.8286233740344,2015.8232100589762,1434.8286233740344,2015.8232100589762,3128.598099235359,1193.5633243470666,3128.598099235359,1193.5633243470666,1434.8286233740344,2015.8232100589762,3128.598099235359,1193.5633243470666,1434.8286233740344,2015.8232100589762
103,HIZSS3(A),7.0,0.0,29.3,-4.0,12.0,30.0,1.013,26.12,0.14,0.14,288.0,99.9,9.9,9.9,999.9,9.99,99.9,99.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,14.0,x,u,23,99.9,99.9,42.0,,26.12,,,,,1674.9428760264382,,,,,,,,,,,,,,,,,1674942.876026438,1.674942876026438,48717.19530910727,,,,14000000.0,Literature,detected_mass,,,literature,,,,,,,,14000000.0,,,,,,,---,---,,(d)Irr?,True,,,False,True,True,,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734,,,,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734,1681.407625346269,1917.6859280636734,4232.959391600981,1425.5238331218247,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734
104,HIZSS3B,7.0,0.0,29.3,-4.0,12.0,30.0,1.013,26.12,0.14,0.14,322.6,99.9,9.9,9.9,999.9,9.99,99.9,99.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,99.9,2.6,x,u,11.9,99.9,99.9,99.9,,26.12,,,,,1674.9428760264382,,,,,,,,,,,,,,,,,1674942.876026438,1.674942876026438,48717.19530910727,,,,2600000.0,Literature,detected_mass,,,literature,,,,,,,,2600000.0,,,,,,,---,---,,(d)Irr?,True,,,False,True,True,,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734,,,,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734,1681.407625346269,1917.6859280636734,4232.959391600981,1425.5238331218247,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734,4232.959391600981,1425.5238331218247,1681.407625346269,1917.6859280636734
