,GalaxyName,RA_hr,RA_min,RA_sec,Dec_deg,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err_pos,m-M_err_neg,vh(km/s),Vmag,Vmag_err_pos,Vmag_err_neg,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err_pos,vsig_err_neg,vrot_s,vrot_s_err_pos,vrot_s_err_neg,MHI,Data,Key,vsig_g,vsig_g_err_pos,vsig_g_err_neg,vrot_g,note,M-m,Notes,ra,dec,M_V,dist_kpc,M_dyn,M_*,vh_(km/s)_err,vsig_s_upper_limit,vsig_s_err,vh(km/s)_err,orb_pericenter,orb_apocenter,orb_eccentricity,orb_period,orb_period_type,orb_pericenter_0.8,orb_apocenter_0.8,orb_eccentricity_0.8,tau_50,tau_90,dist_pc,dist_mpc,Radius,gal_interference_min,gal_interference_max,Galactic Interference Range,MHI_computed,MHI_source,MHI_type,1sigma,rh_subtable,MHI_method,npix,GUU,GRU,HUU,HRU,GNV,HNV,LIT,1sigma_GUU,1sigma_GRU,1sigma_HUU,1sigma_HRU,1sigma_GNV,1sigma_HNV,M_star,M_dyn_r_h,Other names,Morphology,vsig_s_ref,vsig_err_pos_ref,vsig_err_neg_ref,M_V_ref,rh(')_ref,vh(km/s)_ref,refs,r_ell_x,ell_surf_dist_x,mw_dist_x,m31_dist_x,ell_surf_log10_abs,min_dist_mw_or_m31,Closer_MW_M31,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,mw_dist_x,m31_dist_x,r_ell_x,ell_surf_dist_x,r_ell_y,ell_surf_dist_y,mw_dist_y,m31_dist_y,r_ell,ell_surf_dist,mw_dist,m31_dist
20,Bootes(I),14.0,0.0,6.0,14.0,30.0,0.0,0.017,19.11,0.08,0.08,208.5,12.8,0.2,0.2,14.0,0.39,27.5,24.0,1.0,1.0,3.7,1.4,-1.1,99.9,99.9,99.9,2.76,gs,u,00.0,0.0,0.0,0.0,,19.11,212+10s.mir (at edge)  stdev 0.08K (0.073-0.075),,,-1.3,66.37430704019089,,,,,,,,,,,,,,,,,66374.30704019089,0.06637430704019089,243.2743127645714,,,,570.6050379717902,GALFA-HI,upper_limit,0.024946,,galfa_resolved_undetected,,,570.6050379717902,,,,,,,0.024946,,,,,0.029,0.81,,dSph,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
21,Draco,17.0,20.0,12.4,57.0,54.0,55.0,0.027000000000000003,19.4,0.17,0.17,282.9,10.6,0.2,0.2,89.0,0.31,25.0,270.0,0.3,0.3,9.2,0.4,-0.4,0.0,0.0,0.0,0.0,x,u,00.0,0.0,0.0,0.0,,19.4,,,,-11.78,75.85775750291836,,,,,,,21.0,97.0,0.66,1.4,value,,,,,10232929922.807537,75857.75750291836,0.07585775750291836,220.66106465833283,,,,506.9397025941739,HI4PI,upper_limit,0.012442941176470589,3.64,hi4pi_resolved_undetected,17.0,,,,506.9397025941739,,,,,,,0.012442941176470589,,,0.29,11,UGC 10822,dSph,True,,,True,True,True,,469.93304124004914,-179.75617102626418,75.86965230559159,750.4493783402322,,,,469.93304124004914,-179.75617102626418,75.86965230559159,750.4493783402322,75.86965230559159,750.4493783402322,469.93304124004914,-179.75617102626418,469.93304124004914,-179.75617102626418,75.86965230559159,750.4493783402322,469.93304124004914,-179.75617102626418,75.86965230559159,750.4493783402322
22,UrsaMinor,15.0,9.0,8.5,67.0,13.0,21.0,0.032,19.4,0.1,0.1,224.3,10.6,0.5,0.5,53.0,0.56,26.0,456.0,1.2,1.2,7.9,1.3,-1.3,0.0,0.0,0.0,0.0,x,u,00.0,0.0,0.0,0.0,,19.4,,,,-8.94,75.85775750291836,,,,,,,,,,,,,,,,9120108393.559114,75857.75750291836,0.07585775750291836,180.9420730198329,,,,598.5852364615366,HI4PI,upper_limit,0.014692400000000001,8.2,hi4pi_unresolved_undetected,,,,598.5852364615366,,,,,,,0.014692400000000001,,,,,,UGC 9749,dSph,True,,,True,True,True,,476.13593103483663,-175.3208791026536,77.75702956446655,753.8764924476369,,,,476.13593103483663,-175.3208791026536,77.75702956446655,753.8764924476369,77.75702956446655,753.8764924476369,476.13593103483663,-175.3208791026536,476.13593103483663,-175.3208791026536,77.75702956446655,753.8764924476369,476.13593103483663,-175.3208791026536,77.75702956446655,753.8764924476369
23,HorologiumII,3.0,16.0,32.1,-50.0,1.0,5.0,9.999,19.46,0.2,0.2,-55.3,16.9,0.2,0.3,127.0,0.52,99.9,295.0,0.44,0.41,7.0,1.0,-1.0,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,19.46,"- no seeing, Kim & Jerjen 2015 discovery paper",,,-5.13,77.98301105232593,,,,,,,,,,,,,,,,,77983.01105232594,0.07798301105232594,47.41022270361754,-20.0,20.0,,775.0072456295995,HI4PI,upper_limit,0.018000000000000002,2.09,hi4pi_no_velocity,,,,,,,775.0072456295995,,,,,,,0.018000000000000002,,,,,True,,,True,True,True,,519.1435496671553,-154.7614277263254,79.026686443065,792.6584399496237,,,,519.1435496671553,-154.7614277263254,79.026686443065,792.6584399496237,79.026686443065,792.6584399496237,519.1435496671553,-154.7614277263254,519.1435496671553,-154.7614277263254,79.026686443065,792.6584399496237,519.1435496671553,-154.7614277263254,79.026686443065,792.6584399496237
24,Horologium1,2.0,55.0,31.7,-54.0,7.0,8.0,9.999,19.5,0.2,0.2,-14.1,16.1,0.1,0.1,999.9,9.99,99.9,33.0,0.19,0.14,4.0,0.8,-0.8,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,19.5,"- Koposov et al. 2015 v_hel = 113 km/s, disp 5 km/s, D=79 kpc",,,-2.9,79.43282347242814,,,,,,,,,,,,,,,,,79432.82347242814,0.07943282347242814,30.268925532362992,,,,764.3207540811753,HI4PI,upper_limit,0.017109700000000002,1.31,hi4pi_unresolved_undetected,,,,764.3207540811753,,,,,,,0.017109700000000002,,,,,,,,True,,,True,True,True,,522.4016522103188,-153.23698297398394,79.76098196602567,795.7437011036748,,,,522.4016522103188,-153.23698297398394,79.76098196602567,795.7437011036748,79.76098196602567,795.7437011036748,522.4016522103188,-153.23698297398394,522.4016522103188,-153.23698297398394,79.76098196602567,795.7437011036748,522.4016522103188,-153.23698297398394,79.76098196602567,795.7437011036748
25,Eridanus3,2.0,22.0,45.5,-52.0,17.0,1.0,9.999,19.7,0.2,0.2,78.3,17.7,0.3,0.3,83.0,0.27,99.9,171.0,0.5,0.1,7.4,0.4,-0.4,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,19.7,"- not seeing, Conn et al. says maybe star cluster",,,-9.74,87.09635899560806,,,,,,,,,,,,,,,,,87096.35899560805,0.08709635899560805,13.681051227584426,-20.0,20.0,,1074.145846241324,HI4PI,upper_limit,0.02,0.54,hi4pi_no_velocity,,,,,,,1074.145846241324,,,,,,,0.02,,,,,True,,,True,True,True,,526.016435373749,-147.5561000296524,87.17875455787495,792.096009028156,,,,526.016435373749,-147.5561000296524,87.17875455787495,792.096009028156,87.17875455787495,792.096009028156,526.016435373749,-147.5561000296524,526.016435373749,-147.5561000296524,87.17875455787495,792.096009028156,526.016435373749,-147.5561000296524,87.17875455787495,792.096009028156
26,Phoenix2,23.0,39.0,59.4,-54.0,24.0,22.0,9.999,19.6,0.2,0.2,170.9,16.8,0.2,0.2,164.0,0.47,99.9,49.0,0.26,0.16,2.3,3.2,-1.6,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,19.6,- not seeing,,,-4.29,83.17637711026715,,,,,,,,,,,,,,,,,83176.37711026716,0.08317637711026717,26.372555028780805,-20.0,20.0,,832.6877565980333,HI4PI,upper_limit,0.017,1.09,hi4pi_no_velocity,,,,,,,832.6877565980333,,,,,,,0.017,,,,,True,,,True,True,True,,519.4388834101683,-153.91450009672272,80.25525148685047,791.7685500550291,,,,519.4388834101683,-153.91450009672272,80.25525148685047,791.7685500550291,80.25525148685047,791.7685500550291,519.4388834101683,-153.91450009672272,519.4388834101683,-153.91450009672272,80.25525148685047,791.7685500550291,519.4388834101683,-153.91450009672272,80.25525148685047,791.7685500550291
27,Sculptor,1.0,0.0,9.4,-33.0,42.0,33.0,0.018000000000000002,19.67,0.14,0.14,132.3,8.6,0.5,0.5,99.0,0.32,23.5,114.0,1.6,1.6,3.3,1.7,-1.7,0.0,0.0,0.0,0.22,x,u,00.0,0.0,0.0,0.0,,19.67,,,,-4.99,85.90135215053961,,,,,,,,,,,,,,,,10715193052.376049,85901.3521505396,0.08590135215053961,282.3606368412763,,,,3216.0910941879756,HI4PI,upper_limit,0.0615595,11.3,hi4pi_unresolved_undetected,,,,3216.0910941879756,,,,,,,0.0615595,,,,2.3,14,,dSph,True,,,True,True,True,,490.74047887279437,-163.7386818162248,86.10569793328001,759.3339028946015,,,,490.74047887279437,-163.7386818162248,86.10569793328001,759.3339028946015,86.10569793328001,759.3339028946015,490.74047887279437,-163.7386818162248,490.74047887279437,-163.7386818162248,86.10569793328001,759.3339028946015,490.74047887279437,-163.7386818162248,86.10569793328001,759.3339028946015
28,Sextans(I),10.0,13.0,3.0,-1.0,36.0,53.0,0.047,19.67,0.1,0.1,87.5,10.4,0.5,0.5,56.0,0.35,27.1,1066.0,1.2,1.2,2.7,0.3,-0.3,0.0,0.0,0.0,0.0,x,u,00.0,0.0,0.0,0.0,,19.67,(too south for g),,,-8.2,85.90135215053961,,,,,,,,,,,,,,,,,85901.3521505396,0.08590135215053961,694.6571419634939,,,,391.7321577994745,HI4PI,upper_limit,0.007498181818181818,1.9,hi4pi_resolved_undetected,77.0,,,,391.7321577994745,,,,,,,0.007498181818181818,,,0.44,25,,dSph,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
29,ReticulumIII,3.0,45.0,26.4,-60.0,27.0,0.0,9.999,19.81,0.31,0.31,999.9,16.5,0.3,0.3,999.9,9.99,99.9,38.0,0.9,0.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,19.81,- not seeing,,,-0.8,91.62204901219992,,,,,,,,,,,,,,,,,91622.04901219992,0.09162204901219992,63.964196823294245,-20.0,90.0,,1010.3740397747455,HI4PI,upper_limit,0.017,2.4,hi4pi_no_velocity,,,,,,,1010.3740397747455,,,,,,,0.017,,,,,True,,,True,True,True,,545.182410023187,-139.0993269306108,91.71253733124136,811.4254646497478,,,,545.182410023187,-139.0993269306108,91.71253733124136,811.4254646497478,91.71253733124136,811.4254646497478,545.182410023187,-139.0993269306108,545.182410023187,-139.0993269306108,91.71253733124136,811.4254646497478,545.182410023187,-139.0993269306108,91.71253733124136,811.4254646497478
30,Indus1,21.0,8.0,49.1,-51.0,9.0,56.0,9.999,20.0,0.2,0.2,303.1,16.5,0.2,0.2,999.9,9.99,99.9,67.0,0.45,0.27,<3.6,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,20.0,-  ,,,-4.86,100.0,,,,,,,,,,,,,,,,,100000.0,0.1,36.651879863282666,-20.0,20.0,,1416.0000000000002,HI4PI,upper_limit,0.02,1.26,hi4pi_no_velocity,,,,,,,1416.0000000000002,,,,,,,0.02,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
31,UrsaMajor(I),10.0,34.0,52.8,51.0,55.0,12.0,0.02,19.93,0.1,0.1,98.1,14.4,0.3,0.3,71.0,0.8,27.7,69.0,1.7,1.7,4.6,0.8,-0.8,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,19.93,,,,-4.28,96.82778562612486,,,,,,,,,,,,,,,,,96827.78562612487,0.09682778562612487,318.27619157158347,,,,6811.551286571539,HI4PI,upper_limit,0.10261545454545455,9.1,hi4pi_resolved_undetected,11.0,,,,6811.551286571539,,,,,,,0.10261545454545455,,,0.014,11,,dSph,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
32,Grus1,22.0,56.0,42.4,-50.0,9.0,48.0,9.999,20.4,0.2,0.2,-128.9,17.0,0.3,0.3,4.0,0.41,99.9,71.0,0.85,0.39,4.6,1.0,-1.0,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,20.4,Walker et al. (2016) v_hel = -140.5 km/s,,,-5.17,120.22644346174131,,,,,,,,,,,,,,,,,120226.4434617413,0.1202264434617413,61.901186801623766,,,,2165.8529076975533,HI4PI,upper_limit,0.0211639,1.77,hi4pi_unresolved_undetected,,,,2165.8529076975533,,,,,,,0.0211639,,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
33,Pictoris1,4.0,43.0,47.4,-50.0,16.0,59.0,9.999,20.3,0.2,0.2,30.9,17.2,0.3,0.3,78.0,0.47,99.9,437.0,0.27,0.13,7.6,0.4,-0.4,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,20.3,- not seeing,,,-8.73,114.8153621496884,,,,,,,,,,,,,,,,,114815.3621496884,0.1148153621496884,29.390595212486595,-10.0,20.0,,1866.6515417958767,HI4PI,upper_limit,0.02,0.88,hi4pi_no_velocity,,,,,,,1866.6515417958767,,,,,,,0.02,,,,,True,,,True,True,True,,575.3096189041947,-115.06822342187414,116.52170744649662,816.6471721683196,,,,575.3096189041947,-115.06822342187414,116.52170744649662,816.6471721683196,116.52170744649662,816.6471721683196,575.3096189041947,-115.06822342187414,575.3096189041947,-115.06822342187414,116.52170744649662,816.6471721683196,575.3096189041947,-115.06822342187414,116.52170744649662,816.6471721683196
34,Carina,6.0,41.0,36.7,-50.0,57.0,58.0,0.061,20.11,0.13,0.13,-117.0,11.0,0.5,0.5,65.0,0.33,25.5,39.0,1.2,1.2,10.5,7.4,-7.4,0.0,0.0,0.0,0.0,x,u,00.0,0.0,0.0,0.0,,20.11,,,,-2.94,105.19618738232236,,,,,,,,,,,,,,,,2884031503.1266117,105196.18738232236,0.10519618738232235,250.92247444841635,,,,1127.8098307322118,HI4PI,upper_limit,0.0143947,8.2,hi4pi_unresolved_undetected,,,,1127.8098307322118,,,,,,,0.0143947,,,,0.38,6.3,,dSph,True,,,True,True,True,,574.5435052616318,-123.10262193220134,107.047859730332,836.1454815567728,,,,574.5435052616318,-123.10262193220134,107.047859730332,836.1454815567728,107.047859730332,836.1454815567728,574.5435052616318,-123.10262193220134,574.5435052616318,-123.10262193220134,107.047859730332,836.1454815567728,574.5435052616318,-123.10262193220134,107.047859730332,836.1454815567728
35,Hercules,16.0,31.0,2.0,12.0,47.0,30.0,0.063,20.6,0.2,0.2,101.8,14.0,0.3,0.3,102.0,0.68,27.2,191.0,1.8,1.1,4.6,0.8,-0.6,99.9,99.9,99.9,3.41,gs,u,00.0,0.0,0.0,0.0,,20.6,244+10s  stdev 0.08K,,,-6.02,131.82567385564076,,,,,,,,,,,,,,,,12589254117.941662,131825.67385564075,0.13182567385564076,329.77988369093464,,,,1530.633073672009,HI4PI,upper_limit,0.0124405,8.6,hi4pi_unresolved_undetected,,,2548.4508544647174,1530.633073672009,,,,,,0.028245,0.0124405,,,,0.037,2.6,,dSph,True,,,True,True,True,,590.4209837716612,-105.12268964112104,126.26070525087128,822.2244501894286,,,,590.4209837716612,-105.12268964112104,126.26070525087128,822.2244501894286,126.26070525087128,822.2244501894286,590.4209837716612,-105.12268964112104,590.4209837716612,-105.12268964112104,126.26070525087128,822.2244501894286,590.4209837716612,-105.12268964112104,126.26070525087128,822.2244501894286
36,HydraII,12.0,21.0,42.1,-31.0,59.0,7.0,0.053,20.64,0.16,0.16,-247.2,15.8,0.3,0.3,28.0,0.01,99.9,405.0,0.3,0.2,9.5,1.2,-1.2,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,20.64,,,,-9.03,134.2764961137864,,,,3.6,,,116.0,676,0.89,,,135.0,17518,0.985,,,134276.49611378642,0.13427649611378642,66.40100164160772,,,,2558.6132897298457,HI4PI,upper_limit,0.020043400000000003,1.7,hi4pi_unresolved_undetected,,,,2558.6132897298457,,,,,,,0.020043400000000003,,,,,,,,True,,,True,True,True,,607.5488879741695,-138.20638500644344,131.564025609628,910.7568900760974,,,,607.5488879741695,-138.20638500644344,131.564025609628,910.7568900760974,131.564025609628,910.7568900760974,607.5488879741695,-138.20638500644344,607.5488879741695,-138.20638500644344,131.564025609628,910.7568900760974,607.5488879741695,-138.20638500644344,131.564025609628,910.7568900760974
37,Fornax,2.0,39.0,59.3,-34.0,26.0,57.0,0.021,20.84,0.18,0.18,-342.5,7.4,0.3,0.3,41.0,0.3,23.3,19.0,1.2,1.2,<5.9,0.9,0.9,0.0,0.0,0.0,0.17,x,u,00.0,0.0,0.0,0.0,,20.84,,,,-0.8,147.23125024327194,,,,,,,118.0,152.0,0.13,3.2,value,,,,,2398832919.019495,147231.25024327193,0.14723125024327194,710.9413872557093,,,,3815.6415820000707,HI4PI,upper_limit,0.024861900000000003,16.6,hi4pi_unresolved_undetected,,,,3815.6415820000707,,,,,,,0.024861900000000003,,,,20,56,,dSph,True,,,True,True,True,,574.6122732536581,-103.10357211327023,149.35271040308552,766.0602826549685,,,,574.6122732536581,-103.10357211327023,149.35271040308552,766.0602826549685,149.35271040308552,766.0602826549685,574.6122732536581,-103.10357211327023,574.6122732536581,-103.10357211327023,149.35271040308552,766.0602826549685,574.6122732536581,-103.10357211327023,149.35271040308552,766.0602826549685
38,LeoIV,11.0,32.0,57.0,0.0,32.0,0.0,0.026000000000000002,20.94,0.09,0.09,45.0,15.1,0.4,0.4,121.0,0.49,27.5,216.0,0.8,0.8,5.1,0.9,-0.9,99.9,99.9,99.9,3.36,gs,u,00.0,0.0,0.0,0.0,,20.94,172+2  stdev 0.095K noisier region getting into galactic,,,-5.83,154.17004529495617,,,,,,,150.0,1794,0.95,,,153.0,26071,0.989,,11220184543.019653,154170.04529495616,0.15417004529495615,206.29254842754662,,,,2292.751670375776,GALFA-HI,upper_limit,0.018579,,galfa_resolved_undetected,,,2292.751670375776,,,,,,,0.018579,,,,,0.019,1.3,,dSph,True,,,True,True,True,,645.5389708222086,-82.04581809525409,154.81198101509713,895.1866270605733,,,,645.5389708222086,-82.04581809525409,154.81198101509713,895.1866270605733,154.81198101509713,895.1866270605733,645.5389708222086,-82.04581809525409,645.5389708222086,-82.04581809525409,154.81198101509713,895.1866270605733,645.5389708222086,-82.04581809525409,154.81198101509713,895.1866270605733
39,CanesVenaticiII,12.0,57.0,10.0,34.0,19.0,15.0,0.01,21.02,0.06,0.06,-290.7,16.1,0.5,0.5,177.0,0.52,26.1,231.0,0.3,0.3,9.1,1.2,-1.2,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,21.02,196+34 stdev 0.076K,,,-8.88,159.9558028614668,,,,,,,,,,,,,,,,,159955.8028614668,0.1599558028614668,74.44674120524962,,,,2371.044611698523,HI4PI,upper_limit,0.013088999999999998,1.6,hi4pi_unresolved_undetected,,,,2371.044611698523,,,,,,,0.013088999999999998,,,,0.0079,0.91,SDSS J1257+3419,dSph,True,,,True,True,True,,642.8826186054403,-71.51615496478067,160.57346416941132,833.1509980872377,,,,642.8826186054403,-71.51615496478067,160.57346416941132,833.1509980872377,160.57346416941132,833.1509980872377,642.8826186054403,-71.51615496478067,642.8826186054403,-71.51615496478067,160.57346416941132,833.1509980872377,642.8826186054403,-71.51615496478067,160.57346416941132,833.1509980872377
40,LeoV,11.0,31.0,9.6,2.0,13.0,12.0,0.027000000000000003,21.25,0.12,0.12,139.4,16.0,0.4,0.4,96.0,0.5,27.1,2662.0,0.6,0.6,9.6,0.4,-0.4,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,21.25,172+2 stdev 0.08K rounding up,,,-13.5,177.82794100389228,,,,,,,165.0,4079,0.96,,,168.0,27704,0.988,,,177827.94100389228,0.1778279410038923,134.49280680972146,,,,3249.8742066977734,GALFA-HI,upper_limit,0.079254866,2.6,galfa_unresolved_undetected,,3249.8742066977734,,,,,,,0.079254866,,,,,,0.011,1.1,,dSph,True,,,True,True,True,,680.795204010047,-57.95097971138723,178.6117675685889,910.7161415068297,,,,680.795204010047,-57.95097971138723,178.6117675685889,910.7161415068297,178.6117675685889,910.7161415068297,680.795204010047,-57.95097971138723,680.795204010047,-57.95097971138723,178.6117675685889,910.7161415068297,680.795204010047,-57.95097971138723,178.6117675685889,910.7161415068297
41,PiscesII,22.0,58.0,31.0,5.0,57.0,9.0,0.065,21.3,9.99,9.99,-227.0,16.3,0.5,0.5,77.0,0.4,25.7,33.0,0.1,0.1,5.4,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,21.3,"348+2s.mir - Kirby et al. (2015) -226.5 km/s, dis = 5.4 km/s 0.04K except about 30 km/s to -80 (nasty baseline, mag st through region, clear at position, but interesting that diffuse elevated) ",,,-5.2,181.97008586099827,,,,,,,171.0,31214,0.992,,,173.0,41983,0.992,,,181970.08586099825,0.18197008586099825,58.22619284331265,,,,1607.1262674416662,GALFA-HI,upper_limit,0.0374291,1.1,galfa_unresolved_undetected,,1607.1262674416662,,,,,,,0.0374291,,,,,,0.0086,,,dSph,True,,,True,True,True,,447.12000047868736,-157.7169398273358,181.1140334850256,655.8643249630314,,,,447.12000047868736,-157.7169398273358,181.1140334850256,655.8643249630314,181.1140334850256,655.8643249630314,447.12000047868736,-157.7169398273358,447.12000047868736,-157.7169398273358,181.1140334850256,655.8643249630314,447.12000047868736,-157.7169398273358,181.1140334850256,655.8643249630314
42,ColumbaI,5.0,31.0,26.4,-28.0,1.0,48.0,9.999,21.3,0.22,0.22,999.9,16.8,0.2,0.2,999.9,9.99,99.9,181.0,0.5,0.4,99.9,99.9,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,21.3,- not velocity,,,-4.3,181.97008586099827,,,,,,,,,,,,,,,,,181970.08586099825,0.18197008586099825,100.5725149111764,-30.0,20.0,,5157.698348212833,HI4PI,upper_limit,0.022000000000000002,1.9,hi4pi_no_velocity,,,,,,,5157.698348212833,,,,,,,0.022000000000000002,,,,,True,,,True,True,True,,674.5520523454695,-51.1659760731874,186.51722441319345,818.5654324067177,,,,674.5520523454695,-51.1659760731874,186.51722441319345,818.5654324067177,186.51722441319345,818.5654324067177,674.5520523454695,-51.1659760731874,674.5520523454695,-51.1659760731874,186.51722441319345,818.5654324067177,674.5520523454695,-51.1659760731874,186.51722441319345,818.5654324067177
43,Pegasus3,22.0,24.0,22.6,5.0,25.0,12.0,9.999,21.56,0.2,0.2,-223.0,17.5,0.5,0.5,133.0,0.46,99.9,93.0,0.5,0.4,5.4,99.9,99.9,99.9,99.9,99.9,3.43,g,unv,99.9,99.9,99.9,999.9,,21.56,340+2s.mir - not seeing  ~0.06K void 30 to -60 km/s about,,,-3.9,205.11621788255627,,,,,,,,,,,,,,,,,205116.21788255626,0.20511621788255627,77.56558308408789,,,,3109.678354410729,GALFA-HI,upper_limit,0.057,1.3,galfa_unresolved_undetected,,3109.678354410729,,,,,,,0.057,,,,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
44,IndusI?,20.0,38.0,52.8,-46.0,9.0,36.0,9.999,21.65,0.16,0.16,-222.9,17.4,0.2,0.2,999.9,9.99,99.9,78.0,1.1,1.0,5.4,3.0,-2.5,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,999.9,,21.65,- not seeing,,,-4.1,213.79620895022325,,,,,,,,,,,,,,,,,213796.20895022326,0.21379620895022325,180.35313968602935,-10.0,50.0,,6148.750326699301,HI4PI,upper_limit,0.019,2.9,hi4pi_no_velocity,,,,,,,6148.750326699301,,,,,,,0.019,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
45,CanesVenatici(I),13.0,28.0,3.5,33.0,33.0,21.0,0.013999999999999999,21.69,0.1,0.1,-71.1,13.1,0.2,0.2,70.0,0.39,27.1,160.0,0.4,0.4,5.4,3.4,-0.9,99.9,99.9,99.9,3.6,gs,u,00.0,0.0,0.0,0.0,,21.69,"204+34 0.06K would benefit from unsharp mask as close to Galactic, baselines generally look quite good, but can see Josh’s point on velocity on-off on this one as baseline going up and down with position",,,-4.36,217.7709772353159,,,,,,,,,,,,,,,,,217770.97723531592,0.2177709772353159,563.7878546707328,,,,5137.783255119092,HI4PI,upper_limit,0.0153018,8.9,hi4pi_unresolved_undetected,,,,5137.783255119092,,,,,,,0.0153018,,,,0.23,19,,dSph,True,,,True,True,True,,745.2055359592081,-14.798888599180415,217.53411988559924,859.6165859273929,,,,745.2055359592081,-14.798888599180415,217.53411988559924,859.6165859273929,217.53411988559924,859.6165859273929,745.2055359592081,-14.798888599180415,745.2055359592081,-14.798888599180415,217.53411988559924,859.6165859273929,745.2055359592081,-14.798888599180415,217.53411988559924,859.6165859273929
46,LeoII,11.0,13.0,28.8,22.0,9.0,6.0,0.017,21.84,0.13,0.13,-129.1,12.0,0.3,0.3,12.0,0.13,24.2,121.0,0.6,0.6,8.6,4.4,-2.7,99.9,99.9,99.9,0.0,x,u,00.0,0.0,0.0,0.0,,21.84,172+18  0.08K towards edge of the cube,,,-3.9,233.34580622810043,,,,,,,41.0,238,0.73,,,67.0,248,0.67,,6456542290.346562,233345.80622810044,0.23334580622810044,176.48144751452583,,,,4467.924511197437,HI4PI,upper_limit,0.01158971,2.6,hi4pi_unresolved_undetected,,,,4467.924511197437,,,,,,,0.01158971,,,,0.74,4.6,Leo B,dSph,True,,,True,True,True,,784.6803892027334,5.820328499724409,235.87540400002467,897.2215213955777,,,,784.6803892027334,5.820328499724409,235.87540400002467,897.2215213955777,235.87540400002467,897.2215213955777,784.6803892027334,5.820328499724409,784.6803892027334,5.820328499724409,235.87540400002467,897.2215213955777,784.6803892027334,5.820328499724409,235.87540400002467,897.2215213955777
47,LeoI,10.0,8.0,28.1,12.0,18.0,23.0,0.036000000000000004,22.02,0.13,0.13,-140.5,10.0,0.3,0.3,79.0,0.21,22.6,28.0,0.3,0.3,2.9,2.1,-1.0,0.0,0.0,0.0,4.02,gs,u,00.0,0.0,0.0,0.0,,22.02,156+10  0.09K towards edge,,,-3.47,253.5128630497907,,,,,,,45.0,590,0.87,,,63.0,>500,0.96,,1698243652.461746,253512.8630497907,0.2535128630497907,250.7290333413682,,,,10192.513046474072,HI4PI,upper_limit,0.0224,,hi4pi_unresolved_undetected,,,10554.74161280725,10192.513046474072,,,,,,0.031631,0.0224,,,,5.5,12,UGC 5470,dSph,True,,,True,True,True,,825.1330105225418,27.293614889201926,257.3086526372519,917.8041500605673,,,,825.1330105225418,27.293614889201926,257.3086526372519,917.8041500605673,257.3086526372519,917.8041500605673,825.1330105225418,27.293614889201926,825.1330105225418,27.293614889201926,257.3086526372519,917.8041500605673,825.1330105225418,27.293614889201926,257.3086526372519,917.8041500605673
48,M32,0.0,42.0,41.8,40.0,51.0,55.0,0.154,24.53,0.21,0.21,-199.0,8.1,0.1,0.1,159.0,0.25,11.1,16.0,0.05,0.05,92.0,5.0,5.0,55.0,3.0,3.0,0.0,x,u,00.0,0.0,0.0,0.0,,24.53,,,,-1.6,805.3784411990677,,,,,,,44.0,77.0,0.27,,,,,,,1698243652.461746,805378.4411990676,0.8053784411990677,110.1091898374116,,,,176702.82413085186,HI4PI,upper_limit,0.0384778,0.47,hi4pi_unresolved_undetected,,,,176702.82413085186,,,,,,,0.0384778,,,,320,540,NGC 221,cE,True,,,True,True,True,,335.08276472750197,-267.253228062056,809.3058793622372,26.961926816295282,,,,335.08276472750197,-267.253228062056,809.3058793622372,26.961926816295282,809.3058793622372,26.961926816295282,335.08276472750197,-267.253228062056,335.08276472750197,-267.253228062056,809.3058793622372,26.961926816295282,335.08276472750197,-267.253228062056,809.3058793622372,26.961926816295282
